label,text
Joy,RT @user: Grazie a tutte e tutti... #Twitter esplode per il vostro affetto e il vostro entusiasmo... grazie davvero! #LAllieva2
Neutral,"RT @user: Valerio Scanu: ""Anche a me hanno rubato la Palma d'oro della vittoria a Sanremo 2010"" https://t.co/mM0IAAW44y di @user…"
Trust,RT @user: C'e qualcosa si più entusiasmante di Roberto Benigni? È la persona più prezioso del mondo. #festivalsanremo2020
Neutral,RT @user: “Come ti chiami?!” “Michelangelo.” “Diventerai un grande artista.” #IMedici
Sadness,Ma sono solo le 21.38 e io sto già versando lacrime😭#LaPortaRossa2
Trust,Il meraviglioso chiostro di Levante del Monastero dei Benedettini.  #Catania #CataniaUp #CataniaUpLive #Meraviglie https://t.co/mCzvybn2sI
Neutral,Costantino Vs Costantino. @user @user #Rai2 #PechinoExpress https://t.co/JMFdkIG7ID
Trust,Però c'è da dire che tutti gli attori sono bravissimi! #LAmicaGeniale
Joy,"RT @user: “Quando ho visto il letto di Claudia vuoto ho pensato FINALMENTE SE NE È ANDATA” Maggy Gioia, #IlCollegio sei tu, sei tu I…"
Fear,Ma Alice che si avventura in posti loschi di notte??? Mi viene l’ansia per lei #lallieva2
Fear,RT @user: @user @user Della serie..te cianno mai mannato a quer paese....#LaPortaRossa2 mi metteva in ansia
Trust,#PalazzoBiscari è il regno delle sorprese rococò. #Meraviglie #Rai1 @user https://t.co/yxF826YxGc
Fear,La bonanno me la ricordo brava ma mi fa paura l'idea di imitare Beyoncé! #taleequaleshow
Joy,RT @user: RAGA MA VOI IMMAGINATEVI ACHILLE LAURO ALL'EUROVISION VESTITO DA ELISABETTA I RAGA VI PREGO VI PREGOOOO STO IMPAZZENDO IMMAGIN…
Trust,@user la sua migliore esibizione in questa edizione del Festival: ci ha un po' commosso ☺ È incredibile come ci si può affezionare in 5 serate... @user @user #Sanremo2019
Sadness,Io non ce la faccio a guardare la morte di mio marito. #IMedici
Neutral,"RT @user: #Logli, fra 20 anni scriverai il tuo libro e ti farai intervistare da chi vorrai. NOI #chilhavisters e #quartograders oggi…"
Neutral,"RT @user: “Chiedete come era vestita Rula Jebral, come erano vestite le donne a Sanremo, ma che non si chieda mai più come era vestit…"
Neutral,Non dimostra la sua vera età...#chilhavisto
Trust,"RT @user: Grazie! ❤ Ci conto! Portate #LaPortaRossa2 in tendenza. Sarò con voi appena finito lo spettacolo, verso fine puntata...…"
Neutral,"La quota di biglietti che le società destinano agli ultras tramite l'indicazione della DIGOS vengono definiti dagli ultras stessi ""quota DIGOS""...."
Neutral,"RT @user: ""Clarice ti amava più della sua stessa vita."" #IMedici https://t.co/aqEWxuIrSK"
Anticipation,"Metà dei miei followers mi ha già silenziato, l’altra metà mi silenzierà stasera per tutti i tweet su #IMedici"
Trust,RT @user: Fierissimo! #LaPortaRossa2 https://t.co/42AOdzZ4aS
Neutral,"RT @user: Luca Lanzalone, 49 anni, è un importante avvocato genovese specializzato in diritto societario. Viene catapultato a Roma pe…"
Trust,RT @user: NICCOLÒ È LA CHE INCOLPA SE STESSO E CI METTE LA FACCIA AVENDO IL CORAGGIO DI AMMETTERE LA SUA DELUSIONE E LORO SE NE ESC…
Neutral,"RT @user: Chi di voi è senza peccato, scagli la prima pietra. #IMedici https://t.co/FlUDJSzEAQ"
Trust,Sissi tatuata una di noi! #Ulisse
Trust,Comunque Valerio Scanu è quello che si è impegnato più di tutti a camuffare la voce e a reinventarsi di volta in volta: l'Angelo potrebbe considerarsi un vincitore anche solo per questo. #IlCantanteMascherato
Sadness,riassunto dei miei tweet durante questa puntata: STO PIANGENDO #IMedici
Neutral,Asia ha lasciato l'Asia #freddure  #pechinoexpress
Sadness,"@user Non credo, tra poco saranno in onda dei miei colleghi che raccontano quanto ci pagano e quanto siamo dementi a continuare a fare questo lavoro."
Anger,"RT @user: “ma perché se la prende sempre con me?” papà: “perché sei la protagonista, se se la prende con paolone che cazzo ce ne…"
Neutral,"RT @user: ""Eravamo 130 persone sul gommone, partiti dalla Libia. In acqua, in una settimana, sono morte 104 persone."" Muhamad Dia…"
Neutral,"RT @user: 8 giugno 1773, #MariaAntonietta arriva a Parigi. I cannoni scoppiano in segno di festa e scoppia di felicità il cuore della reg…"
Fear,Anna sta attenta che ti sgamano prima o poi #laportarossa2
Anger,@user 🚽💩🚽💩🚽💩🚽💩🚽💩🚽💩 https://t.co/io5jptY5E3
Trust,I ❤ Boomdabash #Sanremo2019 #DomenicaIn
Neutral,@user Le hanno trovato la cura bona
Love,TI AMO AMORE MIOOOO #IMedici3 https://t.co/OKPXqkLXmR
Anger,RT @user: Il mio Amore ed io guardiamo #chilhavisto e già siamo incazzati per questo povero cristo che è perso all'ospedale... #Cl…
Surprise,Hamburger di.....????????#pechinoexpress
Anger,@user @user @user @user Cristina sembra che balli a scatti! molto rigida e impostata.
Trust,Emma ma io ti faccio rivincere anche quest’anno #Sanremo2020
Trust,la vartan dopo due pastasciutte! Non perché Tiziana sia pesante.. ma era Sylvie un vero grissino. La voce perfetta #taleequaleshow
Trust,"RT @user: Grazie #Report per aver portato alla luce i rapporti della Lega di Salvini con la 'ndrangheta calabrese. Chi, come me, l…"
Trust,@user è indiscutibilmente bravo e innegabilmente bello ma ha anche una proprietà di linguaggio rara e la luce che possiedono i suoi occhi mentre parla della propria terra è unica. #Meraviglie
Anticipation,@user Credo che già domani sia disponibile su Rai play
Sadness,Ci sono uomini che amano e uomini che vogliono solo possedere. Un uomo che ti svaluta desidera solo minare la tua autostima è annullarti come donna. #amorecriminale
Neutral,"15 milioni di interazioni per tutte le serate, +9% rispetto al 2018 . #Sanremo2019"
Trust,Grande #Mahmood ! Da Gratosoglio a #Sanremo2019 Via @user
Anger,RT @user: Dementi del pelo #IlCollegio
Surprise,"Ok, l'Angelo mi ha messo in crisi. #IlCantanteMascherato"
Neutral,RT @user: Un #Paso di fuoco quello di @user e @user 🔥 Per loro CODICE 0⃣2️⃣ #BallandoConLeStelle https://t.co/Ykx…
Neutral,Chi nasce falce non muore fascio. #IlCollegio #teamdivano
Surprise,"""Molto attiva nella pratica""...Cioè?? #chilhavisto"
Trust,"@user @user Boh è musica, onestamente non ho visto il festival, credo sia una buona canzone,testo e sound e avvicina i giovani al festival. Per me è solo uno spettacolo. Lascerei fuori tutte le polemiche politiche e son contenta si spinga carrier"
Neutral,"RT @user: Alle porte della #giornatacontrolaviolenzasulledonne, condividiamo le parole della nostra @user 👏🏼 #CTCF http…"
Anticipation,"RT @user: Carissimi, ci siamo. Tra poco più di un’ora va in onda la seconda puntata di “Meraviglie, la penisola dei tesori”. Stase…"
Neutral,RT @user: Le parole di Armstrong pronunciate alle 21:56 ora di Houston del 20/7/1969 sono entrate nella storia. #Ulisse #MoonDayRai #…
Surprise,"Ma sbaglio o stava suonando "" I tuoi particolari"" ??? #IlCollegio"
Trust,Todaro 🔝🔝 #taleequaleshow
Neutral,"RT @user: Sto facendo un giro di chiamate agli avvocati, possono tornare a casa, non c'è più bisogno di aiuto IL CIELO È AZZURRO…"
Sadness,RT @user: Quando la famiglia diventa un alibi. #IMedici #NelNomeDellaFamiglia @user https://t.co/uS5l4fTvhm
Anger,"Ma Asia, stai zittaaaaa, non ti immischiareeee #IlCollegio"
Neutral,@user @user Niente proroghe
Anger,RT @user: Se vogliamo buttarla sul femminismo spiegatemi perché: 1- Il monologo più importante della serata arriva a mezzanotte…
Neutral,Ultimo ultimo #sanremo2019
Trust,"RT @user: Ma la sigla è tanta roba, ma proprio tanta roba #IMedici"
Surprise,Due serie de #LaPortaRossa e due volte che la colpa è sempre di Rambelli!!!! lui ha il libro de Il Conte Di Cagliostro!!! Ma chi l’ha ucciso??
Neutral,RT @user: Anche #Voglio è stata cantata in Chiesa! @user #MengoniCheTempoFa #chetempochefa https://t.co/iGGxEb8JjI
Anger,RT @user: Il maschilismo di George è imbarazzante #IlCollegio
Anger,Posso bestemmiare? #IlCollegio
Surprise,Vabbė mi sono sbagliato su di lui perö anche lei ė una soggettona #chilhavisto
Anger,FACCHINETTI NON FAI RIDERE CAZZO #IlCantanteMascherato
Neutral,"RT @user: Quando chi ti conosce sa, ma tu non vuoi ammetterlo! #taleequaleshow https://t.co/bsNylCHWO3"
Anticipation,RT @user: Settimana prossima: Penna-Gipsy Kings Schillaci-Elisa Pratelli-Pippo Franco Canto-Tatangelo Morlacchi- Pausini Rivale-Patty…
Surprise,@user ??????
Sadness,"RT @user: Un gigante come #MimmoLucano sotto indagine, un nano come beppe grillo al circo massimo. La degenerazione di questo pa…"
Trust,@user @user Vai Renzi! Sei un grande!
Trust,"RT @user: Con @user sul bel Danubio blu, che ""lento e maestoso"" attraversa i territori dell'impero austro-ungarico. #Ulisse…"
Trust,"RT @user: Di Matteo Renzi potete dire di tutto, ma quando un cavallo di razza si confronta con un brocco, il brocco è morto. #Port…"
Neutral,"RT @user: ""[…] Persino la tua bellezza ti porterà solo dolore e non conoscerai mai la pace"". #Ulisse #Rai1 https://t.co/J5I8i2k1yl"
Neutral,Un'altra serie su #IMedici? https://t.co/7xMDwT3dVR
Anticipation,Sto ancora aspettando “GO GO GO! PLEASE MY FRIEND” #pechinoexpress
Sadness,Poveri #inseparabili #pechinoexpress
Neutral,RT @user: Faremo un viaggio che ci porterà indietro di duemila anni alla scoperta di uno dei più affascinanti personaggi della storia…
Surprise,@user Cavoli:se è così il governo vince tutto!
Trust,"RT @user: Ma cos'hanno quest'anno con le colonne sonore, sono una roba potentissima! #Ulisse https://t.co/qq20GdM6iC"
Anger,@user @user Una sola poi gli è andata bene le altre sono state una tragedia. Altro che malino
Trust,RT @user: Apprezzatissimo il gran coraggio che hai avuto....bravo... Loretta una di noi...grande💛🐺 #taleequaleshow #ErmalMeta https:/…
Trust,Comunque Romy Schneider in CHANEL è iconica quasi quanto nel film di Sissi #Ulisse
Love,Io follemente innamorata di Massimo si Cataldo 💘 #taleequaleshow
Sadness,RT @user: Ci sono persone a cui 80 anni fa hanno prelevato con la forza una porzione di vita e l’hanno sostituita con un incubo. Il pi…
Joy,"ENZO MI AMMAZZA ""no ci sono i ratti"" STO MORENDO #pechinoexpress"
Anger,#AchilleLauro le prova tutte per distrarci dalla sua canzoncina di merda. Hai fatto prendere aria al pacco invano.👎👎👎 #Sanremo2020
Trust,Ammazza Insinna è un segugio #IlCantanteMascherato
Joy,Nonostante vari scivoloni è stato un Sanremo indimenticabile grazie a tutti per il divertimento di questi giorni adesso pensiamo al futuro pensiamo all'Eurovision e a modificare le pagine di Wikipedia #Sanremo2020
Anticipation,RT @user: Stasera sarò a @user per parlare di Ahmet Altan. Chiediamo a Erdogan di liberare Altan e tutte le persone inno…
Joy,@user @user @user Behh...poverino. l.autista.. 2 palle  ha  guardare  2 che..pomiciano. magari ..👁‼‼‼‼
Sadness,"Oddio Arisa, non mi sembra che si senta troppo bene, poverina. #Sanremo2019"
Anger,RT @user: MI VIENE DA VOMITARE #chilhavisto https://t.co/SGuUokuIfC
Sadness,Noooo 😭😭
Joy,RT @user: Quando la persona che ti piace te lo sfiora. 😂✈️ #Sanremo2020 https://t.co/6HKhQ7ixb9
Love,È gnocco raga
Anticipation,#LaPortaRossa2 stasera mi ha fatto venire il mal di testa.... se #lafinenonesiste cosa si svelerà la prossima puntata??? @user @user
Trust,RT @user: ...e il naufragar m'è dolce in questo mare... @user @user #parma #Correggio #Meraviglie https://t.co/jsQ…
Love,@user @user Mamma mia che botta....grazie Marco... Di esistere..💓👑🎶🎤🎵
Neutral,RT @user: +++ Esecutiva la condanna di Antonio Logli per l'omicidio della moglie Roberta Ragusa. La Corte di Cassazione ha respi…
Neutral,Scoperto finalmente il leone: era il dottor Nowzaradan.  #IlCantanteMascherato https://t.co/c5NtqFGisE
Surprise,Non ci posso credere ha vinto Luxuria con Ghali #taleequaleshow
Surprise,Io comunque shooketh che per #pechinoexpress registrano due finali diversi come per la gara di travestite
Trust,"Non so come sia descritta nei romanzi, ma la Lila di Gaia Girace è uno dei personaggi più potenti siamo stati portati in scena.Forte, fragile,geniale, ribelle in una società in cui la donna era fagocitata dall'uomo. La si ammira e la si compatisce allo stesso tempo #LAmicaGeniale"
Surprise,Noooo vabbe nun ce credo #chilhavisto
Anger,"RT @user: Achille Lauro chiede IL PERMESSO per rispondere alla domanda di un giornalista, muti dovete stare M U T I #domenicain"
Sadness,RT @user: Bisio non è #favino #sanremo2019
Anger,"RT @user: Quindi, ricapitolando, se c'è un rapimento e i rapitori non vi portano all'estero, non vi cerca nessuno. Quindi mi raccomando,…"
Surprise,LE MAMAMOO A PECHINO EXPRESS RAGA LA MADONNA COREANA SU RAI 2 NON CI CREDO. #pechinoexpress
Trust,#IlCantanteMascherato Arisa pazzesca!!! Peccato averla mandata al ballottaggio e averla eliminata al televoto! Un Artista unica e poco apprezzata! Un vero peccato! Purtroppo di musica se ne capisce sempre meno. Basta vedere il successo di Rapper e Trapper
Surprise,Ah ma i palermitani sarebbero comici? #pechinoexpress https://t.co/lWLNXH3TuY
Love,«Ho avuto la corona perché sono il principe del mondo e gli esseri umani devono sparire» Mario Tricca sposiamoci ti prego 💏 #ilcoleggio
Joy,@user La storia della mia vita 😂😂
Neutral,"RT @user: Emanuela Orlandi: Attesa per l'apertura di due tombe del Cimitero Teutonico, autorizzata dal Vaticano dopo una segnala…"
Neutral,"RT @user: ""Le parole hanno un peso, ma non lo ricordiamo..."" 🗣 #CTCF #Rai2 @user @user https://t.co/vE4QjZ2TcZ"
Neutral,RT @user: Una delle sette meraviglie del mondo antico: il faro di Alessandria. #Ulisse @user https://t.co/lqd96lABQ5
Neutral,"Ma scusate, le avete visto le presentazioni iniziali in cui se diceva quanti Festival hanno presentato, o vinto e quanti dischi hanno venduto? #IlCantanteMascherato"
Love,RAGA MA QUANTO È TENEROOO 😍😍 #mahmood #sanremo2019 https://t.co/h18z46GRKT
Trust,"RT @user: comunque Contessina è la regina indiscussa de #IMedici, passato, presente e futuro https://t.co/ZnvBCiroc1"
Neutral,@user Il casino adesso è dividersi i cd
Neutral,La caduta degli dei.   #pechinoexpress #teamdivano
Sadness,RT @user: Questa canzone è adattissima per tutti i momenti della mia vita in cui soffro per qualche merda umana che mi tratta co…
Neutral,@user quanto ha reso?
Trust,RT @user: Justice for Adriana Volpe #pechinoexpress
Surprise,RT @user: Ho le allucinazioni o Claudia ha appena detto qualcosa di sensato? #IlCollegio https://t.co/XoN1LA7UVv
Joy,Gangnam Style per la storica amicizia tra Razzi e i Coreani... No vabbè!!! 🚀🚀🚀🔝 #BallandoConLeStelle
Joy,#Albano che non vince è LA GODURIA DELLE GODURIE #ilcantantemascherato #Leone
Trust,Qualcuno ci sta pensando a delle chiavi per questa porta rossa così #Cagliostro rimane sempre con noi #LaPortaRossa2
Trust,Loredana Bertè sempre al 🔝🔝
Anticipation,"RT @user: Stasera tutti ""ubicati"" sul divano per #laPortaRossa2 #Cagliostro #Vanessa 👻 @user ore 21:20 Arriverò a fine pun…"
Sadness,"RT @user: Questa puntata mi ha lasciato un gran dolore. Non dimentichiamo, per favore. #Ulisse"
Neutral,RT @user: La prossima puntata di #Ulisse rievocherà uno degli episodi più tragici del secolo scorso. Per non dimenticare. Perché tutto qu…
Trust,"RT @user: Synnøve ha 23 anni, 23 anni e recita da dio #IMedici"
Love,RT @user: Tiziano Ferro sei veramente una persona preziosa io ti voglio un bene dell’anima non me ne frega un cazzo se sbagli qualcos…
Neutral,Vittoria Inter più scontata di una nota stonata di Baglioni
Anger,RT @user: Paolo Jannacci è la dimostrazione tangibile che il talento non è ereditario #Sanremo2020
Sadness,RT @user: 💗 L’addio di Anna e Cagliostro…Struggente #LaPortaRossa2 https://t.co/qN5vCLamLC
Surprise,"""Scusami stavi parlando della sacralità del matrimonio"" Giuliano ???? #IMedici"
Trust,‘Fai la puttana’ Asia ci insegna la vita! #pechinoexpress
Sadness,Che tragedia non poter soddisfare la propria sete di cultura ?? #LAmicaGeniale
Trust,"RT @user: Un ringraziamento speciale alle magliette blurrate di Tommy che ci hanno accompagnato dall'inizio alla fine, gone but never…"
Trust,"RT @user: MAHMOOD STA DIFENDENDO ULTIMO, DOVETE STARE MUTI MUTI #DomenicaIn #sanremo2019"
Anticipation,"RT @user: Se queste già sono le premesse, si prospetta una puntata imperdibile 😁 @user e @user prima della puntata di…"
Surprise,Rendiamoci conto che ARISA potrebbe aver perso lo spareggio con ALESSANDRO GRECO. La forza della maschera. #IlCantanteMascherato
Love,"RT @user: Claudio, amore mio, quanto vorrei abbracciarti #LAllieva2"
Surprise,RT @user: Madonna mia #Report stasera...
Neutral,RT @user: Guardo Elodie e vedo una somiglianza con la mia figlia in affido. Ora vado giù a vedere se è andata a letto o mi ha bugge…
Love,RT @user: Ha iniziato il dipinto dagli scarabocchi di Giuliano. Qualcuno ha visto il mio cuore? Non lo trovo... #iMedici
Neutral,Ad ogni inquadratura di Niccolò Machiavelli. #IMedici #IMedici3 https://t.co/J5nD7eFZKN
